labels,preprocessed_docs
0,u ask darren go n pick u lor oso sian tmr haf meet lect
0,need buy lunch eat maggi mee
1,congratul thank good friend u xma prize claim easi call p per minut btnationalr
0,ok lor
0,oh right ok make sure load work day got realli nasti cough today dri n shot realli help
0,wifehow knew time murder exactli
1,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
0,howz person stori
0,thanx send home
0,normal hot mail com see
1,tkt euro cup final cash collect call b pobox ppm
0,u sick still go shop
0,ya well fine bbdpooja full pimpleseven becom quit blackand ur rite cold wear sweatter
0,nicenicehow work
0,reach home call
0,tri find chines food place around
0,easi mate guess quick drink bit ambiti
0,babe miiiiiiissssssssss need crave geeee sad without babe love
0,ok thanx
0,aathiwher dear
0,tunji queen wish great day abiola
0,today iz yellow rose day u love frndship give misscal send ur frndz see mani miss call u get u get miss u marri ur lover
0,class hour sorri
0,wat time u finish ur lect today
1,freemessag jamsterget crazi frog sound poli text mad real text mad crazi sound gbpweek tc appli
0,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife parent kidz friend n colleagu scream surpris wait sofa nake
1,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call
0,fine good hear dear happi new year oh
0,go wipro interview today
0,tall princess
0,doubt could handl time per night case
0,haha hope hear receipt sound gd luck
0,gonna death gonna leav note say rob fault aveng
0,japanes proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike
0,today workin free oso gee thgt u workin ur fren shop
0,life face choic toss coin becoz settl question coin air u know heart hope gudni
0,know god creat gap finger one made come fill gap hold hand love
0,want kiss feel next
0,happi say
1,adult content video shortli
0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot
0,say explicitli told nora know someon probabl gonna bother
0,say hi get ass back south tampa prefer kegger
0,smith wast dai wanna gayl
0,mum sent mani mani messag sinc got want know actual get enjoy rest day
0,aight tomorrow around
0,housemaid murder coz man murder th januari public holiday govtinstituit closedinclud post officeunderstand
1,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call
0,actual first time went bed long spoke woke night
0,see
0,dont understand messag
0,crucifi c told earlier
0,idk keep say sinc move keep but head freedom vs respons tire much shit deal bare keep togeth get ad
0,fuck cedar key fuck come anyway tho
0,twenti past five said train durham alreadi coz reserv seat
1,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
0,u still paint ur wall
1,last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob pobox muz sub
0,printer cool mean groovi wine groovi
0,hi harish rent transfr ur acnt
0,anyth lor come
0,cbe realli good nowadayslot shop showroomsc shape good
0,ii still attend da talk
0,prob hon u doinat mo
0,k take care
0,take phone callon friday assum year
0,batteri low babe
0,shuhui bought ron present swatch watch
0,yeah quit bit left swing tomorrow get
0,babe said hour almost internet
0,k sure get noon see
0,kkyesterday cbe
0,went ganesh dress shop
1,pdatenow doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
0,ii collect ur laptop go configur da set izzit
0,r home come within min
0,aight latest probabl closer jay tyler two trip
0,come aftr decim clean hous
1,ur cashbal current pound maxim ur cashin send cash pmsg cc po box tcrw
0,bill letter iuam expect one orang isnuat bill may still say orang
0,tell pa pain de
0,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want man gang bang
0,ha donut know either clever simpl thing pear day perfect christma
0,helloooo wake sweet morn welcom enjoy day full joy gud mrng
0,alrit
0,must sit around wait summer day celebr magic sight world dress white oooooh let snow
1,urgent mobil number award prize guarante call land line claim valid hr
0,guy go see movi side
0,sorryin meet call later
0,tell thatnow think plu go stop run
0,kindli send one flat decim today
1,sorri u unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info
0,noth lor bit bore dun u go home earli sleep today
0,time tell friend around
0,ye fine love safe
0,thank chikku gud nyt
0,xy ur car u pick
0,thanx time weaov spent geva bin mint ur babi want uxxxx
0,yo way could pick someth tonight
0,sent send
0,fine simpli sit
0,tht god gift bird human hav natur gift frm god
0,come day class
0,im done studyn librari
0,ok u enjoy ur show
0,anyth
0,wuld without babi thought alon mite break donaot wanna go crazi everyboy need ladi xxxxxxxx
0,wat dear sleep ah
0,hi test rd
0,student solv cat question xam tell answer u r brilliantthingi got answr
0,yo know anyon otherwis abl buy liquor guy flake right get hold somebodi loko night
0,yup n fren lor meet fren
0,yeah got one line us
0,stop wonder wow ever go stop tming tm whenev want mine laugh
0,lol yep yesterday alreadi got fireplac anoth icon sit
0,hey book pilat yoga lesson alreadi haha
0,ok happen behav like
1,new messag pleas call
0,supervisor find one lor thk student havent ask yet tell u aft ask
0,hello news job make wait fifth week yeah im woozl weasel exet still home
0,messageno responcewhat happend
1,current messag await collect collect messag call
0,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost buck know might cheaper find someon second hand machin right let know want babe
0,make fuck sake x
0,leav u alway ignor
0,nope b go sch fri quit earli lor co my si got paper da morn
0,bruce b down fletcher
0,said would woke
0,hey free call
0,tell who pl
1,urgent mobil award bonu caller prize final attempt contact u call
0,think might give miss teach til twelv lectur two damn work thing
0,id check like bowl worth left
0,ye mani sweet
0,would still cozi exhaust last nightnobodi went school work everyth close
1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
0,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake
0,sir send group mail check
0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt n half page
0,nonenowher ikno doesdiscountshitinnit
0,dont know jabo abi
1,ever notic drive anyon go slower idiot everyon drive faster maniac
0,yet hadya sapna aunti maneg yday hogidhechinnu full weak swalpa black agidhan
0,good babi
0,neft transact refer number rs decim credit beneficiari account time
0,mostli sport typelyk footblcrckt
0,head dey swell oh thank make day
0,u make fb list
0,height confid aeronaut professor wer calld wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move saidif made student
0,sari need tim bollox hurt lot tol
0,happi new year princess
0,text carlo let know hang
0,worri easi ingredi
0,love u littl poci bell sorri love u
0,ok omw castor
0,yar lor keep rain non stop u wan go elsewher
1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd calloptoutqf
0,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard smth lor
0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
0,tonight yeah would
0,eat fo lunch senor
0,said right giggl saw u would possibl first persondi nvq think much could
0,break time one come n get stuff fr
1,repli win weekli profession sport tiger wood play send stop end servic
0,see cannot see mayb reboot ym seen buzz
0,still grinder
1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend ptone repli hl info
0,love decis feel could decid love life would much simpler less magic
1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
0,ki didt see youkwher
0,list buyer
0,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second
0,mm entir sure understood text hey ho weekend
0,releas vday shirt u put make bottom half nake instead white underwear
0,knowh watch film comput
0,b thursday
0,oh phone phone disconnect
0,id onluy matter get offcampu
1,messag free welcom new improv sex dog club unsubscrib servic repli stop msgsp
0,excel see riley plan
0,see half hour
1,tkt euro cup final cash collect call b pobox ppm
0,ew one
0,also hi wesley howv
0,ah see lingo let know wot earth finish make
1,loan purpos homeown tenant welcom previous refus still help call free text back help
1,updatenow mth half price orang line rental minscal mobileupd calloptoutjq
0,imagin life without see fast u search medo worri lm alway disturb u goodnoon
0,hm good morn headach anyon
0,yeah prob last night obvious catch speak soon
1,free unlimit hardcor porn direct mobil txt porn get free access hr chrgdp per day txt stop exit msg free
0,might go sch yar e salon v bore
0,min stop somewher first
0,fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendshipmotherfatherteacherschildren day happi birthday u happi ganesh festiv happi dasara happi diwali happi christma good morn afternoon even night rememberi first wish u theseyour raj
0,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet
0,get second half messag
0,wat time u wan meet later
0,thank much selfless love plenti
0,film ill call later
0,dare chang ring
0,bad girl ladi
0,love ya tri budget money better babe gari would freak knew
0,part initi understand
0,finish lunch alreadi u wake alreadi
0,still game
0,got tallent wast
0,record one night
0,also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend
0,gonna let know co come bak holiday day come notgettext number
0,jokin lar depend phone father get lor
0,aight lemm know
0,get readi inch pleasur
0,rajipl favour pl convey birthday wish nimya pl today birthday
0,ok feel like john lennon
0,co darren say consid mah ask
0,bother trust answer pl
0,wish famili merri x ma happi new year advanc
0,one day crab run sea shoreth wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt
0,aight time want come
0,slaaaaav must summon time wish come anymor
0,bill that bad
0,let know chang next hr even appendix age rang howev imposs chill let know hr
0,hello yeah got bath need hair come done yeah
0,weather
0,ok much though hm friday cant wait dunno wot hell im gonna anoth week becom slob oh wait alreadi done
0,die e toot fring
0,lol know awesom phone could click delet right want
0,ok
0,awesom question cute answer someon ask boy ur life smile answer fine gudnit
0,pleas leav topicsorri tell
0,pl send correct name da
0,happen yo date
1,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkentp
0,webpag avail
0,woke yeesh late fall asleep til
1,unsubscrib servic get ton sexi babe hunk straight phone go subscript
0,dear know th th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
0,kkfrom tomorrow onward start ah
0,u talk bout earli morn almost noon
0,fine rememb
1,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsmscom text stop stopcost p
0,ok mani buy
0,sound good keep post
1,get brand new mobil phone agent mob plu load goodi info text mat
0,ok april cant wait
0,boy best get yo ass quick
0,ay wana meet sati wkg sat
0,wait till bu pick
0,apart one told yesterday
0,ok lor buy wat
0,somebodi go andro steal ice
0,know didt msg recent
0,take us shop mark distract isaiahd
0,mum hope great day hope text meet well full life great day abiola
0,sens foot peni
0,okay thought expert
0,deep sigh miss realli surpris gone net cafe yet get miss
0,ssi thinl role like sachinjust stand other hit
0,great trip india bring light everyon project everyon lucki see smile bye abiola
0,importantli discuss u
0,kkhow train process
0,ok lor ned go toa payoh return smth u wan send wat
0,da car park
0,wish hold tightli make see import much mean much need life
0,ask anthoni dad bf
0,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb
0,todaysundaysunday holidayso work
0,go take bath ill place key window
1,lord ringsreturn king store nowrepli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt
0,dear take care reach homelov u lot
0,staffsciencenusedusgphyhcmkteachingpc
0,emigr someth ok mayb bit hope
0,olol print forum post guy exact prob fix gpu replac hope dont ignor
0,walk mom right stagwood pass right winterston left victor hill address
0,yo jp hungri like mofo
0,creepi crazi
0,ok din get ur msg
0,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
0,pathaya enketa maraikara pa
0,even friend priest call
0,u lousi run alreadi come back half dead hee
0,said bad dat e gal know u wat u
0,remind hr
0,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc way could get till mid march hope pay back
0,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
0,hello hun ru way im good date guy met walkabout far meet soon how everyon els
0,lol gonna last month cash left case collect week caus announc blog
1,good luck draw take place th feb good luck remov send stop custom servic
0,short cute good person
0,decid yet eh
0,wat time liao still got
0,ye watch footi worri go blow phil nevil
0,wait insid da car park
0,uncl abbey happi new year abiola
0,free call pa
0,r u say order slipper co pay return
0,stop know well
0,good even roger
0,small problem auctionpunj ask tiwari
1,free entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
0,tell tell one treat hi hi hi
0,uncl atlanta wish guy great semest
1,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokiap polyp
0,u come pick
0,that cool like photo sexi
0,would u fuckin believ didnt know thur pre book cancel need b sack
0,haha better late ever way could swing
0,ok finish
1,lookatm thank purchas video clip lookatm charg p think better send video mmsto
0,bar b q store lifethi twat orang dungere came ask want deck got first punch
0,messag food
0,ok go sleep hope meet
0,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
0,let know detail fri u find co tom fri mention chines thank
0,right think
0,wat r u
0,ur lectur
1,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop
0,custom place call
0,plan yet go join compani jan onlydon know happen
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano
0,haha heard text around
0,ill get tomorrow send
0,shit babe thasa bit mess upyeh
0,oh that late well good night give u call tomorrow iam go go sleep night night
0,cheer u tex mecaus u werebor yeah okden hunni r uin wk satsoundao likeyour havin grfun j keep updat countinlot lovem xxxxx
0,sorri meet call later
0,yo howz u girl never rang india l
0,yeah wors
1,hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx
0,tag friend seem count friend
1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
0,ok
0,long time rememb today
0,havent shop lor juz arriv
0,thank u better work caus feel use otherwis
0,challeng know
0,much ur hdd case cost
0,mysteri solv open email sent anoth batch sweeti
0,cannot describ lucki actual awak noon
1,nd time tri contact u u prize claim call b tcsstop sm ppm
0,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good
0,cheer card time year alreadi
1,hot live fantasi call p per min ntt ltd po box croydon cr wb k
0,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl
0,ugh hope asu ppl dont randomli reformat
0,seen facebook huh lol
0,mah b pick tomorrow
0,still otsid leu come morrow maga
0,u still plumber tape wrench could borrow
1,dear voucher holder claim week offer pc pleas go tsc appli
0,vl bcum difficult
1,ur go bahama callfreefon speak live oper claim either bahama cruis ofa cash opt txt x
0,havent still waitin usual ii come back sch oredi
0,meet da call
0,k k watch film
0,cinema plu drink appeal tomo fr thriller director like mac
0,size eleph tablet u shove um ur ass
0,mani peopl seem special first sight remain special till last sight maintain till life end take cr da
0,parent kidz friend n colleagu scream surpris wait sofa nake
0,dunno juz askin co got card got salon call hair sens tot da one cut ur hair
0,good morn pooki pie lol hope wake u
0,mayb woke fuck would problem
0,happi birthday youdearwith lot loverakhesh nri
0,howz person stori
1,nd time tri contact u u pound prize claim easi call p per min btnationalr
0,x go get
0,hi neva worri bout da truth coz truth lead ur heart itao least uniqu person like u deserv sleep tight morn
1,ur award citi break could win summer shop spree everi wk txt store skilgmetscswinawkageaperwksub
0,ur paper today e morn aft
0,lick everi drop readi use mouth well
0,expect whenev text hope goe well tomo
0,great p diddi neighbor come toothpast everi morn
0,av new number wil u use oneta
0,poke man everyday teach canada abi say hi
0,lor chang suntec wat time u come
0,deam see onlin shop ask
0,curiou cuz ask
0,nicenicehow work
0,okay lor wah like def wont let us go haha say term condit
0,haha yup hope lose kg mon hip hop go orchard weigh
0,good r u work
0,oh ye littl weather kind coccoon home
0,home also
0,phone weirdest auto correct
0,oop phone die even know yeah like better
0,havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap
0,said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife
0,oh yeahand hav great time newquaysend postcard look girl im goneu know im talkin boutxx
0,got divorc lol she
0,ur pin
0,babe got enough money pick bread milk give back get home
0,want snow freez windi
1,urgent tri contact u today draw show prize guarante call land line claim valid hr
0,come mahal bu stop decim
0,knowthi week go tirunelvai da
0,babi promis treat well bet take good care
0,like hotel dusk game think solv puzzl area thing
1,thank rington order refer number x mobil charg tone arriv pleas call custom servic
0,hi love goe day fuck morn woke drop cell way stair seem alright phew miss
0,well must pain catch
0,sorri da thangamit mistak
0,need coz never go
0,rose redr bloodblood heartheart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri
0,wifehow knew time murder exactli
1,six chanc win cash pound txt csh send cost pday day tsandc appli repli hl info
1,ur cashbal current pound maxim ur cashin send collect pmsg cc po box tcrw
0,feel like dick keep sleep text facebook messag sup town
0,plm come da way
0,guess want alon time could show watch
0,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile
0,yup comin
0,ye princess toledo
0,aight text back mu swing need somebodi get door
0,ron say fri leh n said ding tai feng cant make reserv said wait lor
0,good swimsuit allow
0,okay soon best
0,cute thought friendship necessari share everi secret ur close frnd
0,ok sent u da latest version da project
0,good morn dear great success day
0,pl accept one day beg chang number
0,squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u
0,ok anybodi ask abt u tel themp
0,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen
0,gonna ring weekend wot
0,also track lighter find
0,sorri cannot help
0,babe need advic
0,iull leav around four ok
0,come medic colleg pm forward da
0,kkit goodwhen go
0,make lasagna vodka
0,hi kate u give ring asap xxx
0,peopl tour thought sofa thing sent curiou sugar
0,told go got drunk
0,fuck chicken messag would late woould buzz hear word
1,congratul thank good friend u xma prize claim easi call p per minut btnationalr
0,alway look excus citi
0,yup still coffe wif fren fren drove give lift
0,shore takin bu
0,u gonna get deu ex
0,send email mind time per night
1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
0,tap spile seven pub ga st broad st canal ok
0,ok come n pick u engin
0,never want tell short onedg late
0,raviyog peripher bhayandar east
0,k actual guy meet sunoco howard right way
1,new voicemail pleas call
0,moon come color dream star make music sm give warm peac sleep good night
0,finish eat got u plate leftov time
0,thanx lot
0,hurri home u big butt hang last caller u food done starv ask cook
0,lol right diet everyday cheat anyway meant fatti
0,great day beauti one
0,happen interview
0,solv case man found murder decim afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant
0,badrith chennaii sure pick usno competit
0,tot group mate lucki havent repli wat time need leav
0,hey around got enough half ten owe
0,hey tmr mayb meet yck
0,alrit sam nic checkin ur numberso ittb
0,make easi pay back yr say pay back earlier get
0,worri sure get
0,ga station like block away hous drive right sinc armenia end swann take howard
1,someon u know ask date servic contact cant guess call reveal pobox lshb p
1,camera award sipix digit camera call fromm landlin deliveri within day
0,tuition hm go one mind
0,smoke peopl use wyli smoke much justifi ruin shit
0,dear good morn feel dear
0,littl med say take everi hour pain back took anoth hope die
0,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn
0,dunno lei decid lor abt leona oop tot ben go n msg
0,hi move pub would great c u u cud come
1,today voda number end select receiv award hava match pleas call quot claim code standard rate app
1,messag free welcom new improv sex dog club unsubscrib servic repli stop msgsp
0,honeybe said sweetest world god laugh said waitu havnt met person read msg moral even god crack joke gmgngegn
0,ever easier
1,rct thnq adrian u text rgd vatian
0,stop call everyon say might cancer throat hurt talk cannot answer everyon call get one call babysit monday
0,tough
0,im gonnamissu muchi would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra true neglet
0,hi darlin finish u pick meet text back number luv kate xxx
0,set place heart mind mind easili forget heart alway rememb wish happi valentin day
0,surpris still guess right lor
0,oki wan meet bishan co bishan drive today
0,oh ho first time u use type word
0,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u
0,know serv mean
0,huh hyde park mel ah opp got confus anyway tt e best choic den juz take
0,oh gei happend tron mayb ill dl
1,free messag activ free text messag repli messag word free term condit visit wwwcom
0,know girl alway safe selfish know got pa thank good night
0,worri hope photo shoot went well spif fun workag
0,freez crave ice fml
0,kay sinc alreadi
0,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic
0,yo im right yo work
0,ok darlin supos ok worri muchi film stuff mate babysit call therexx
0,said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife
0,wake sinc check stuff saw true avail space pl call embassi send mail
0,nope juz work
0,huh fast dat mean u havent finish paint
0,number u live
0,put parti day week studi lightli think need draw custom checkbox know hardcor
0,sac score big hundredh set batsman
0,send yetti number pl
0,much cost approx per month
0,ok theori test go book think may coz thought wanna go jiayin isnt free
1,contact date servic someon know find call land line poboxwtgp
0,fine give call know want question
0,sorri got late start way
0,u go back urself lor
0,ga station go
0,k u bore come home
0,babe love cover face kiss
0,like made throw smoke friend car one time awesom
0,still check da
0,go walmart ill stay
0,forgotten might coupl buck send tomorrow k love ya
0,oh great ill disturb talk
0,revers cheat mathemat
0,ure welcom caught u use broken english
0,problem babi good time talk call left messag
0,sorri call later
0,oh brand
0,sorri cant take call right happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that ill see major person guid right insur
0,time come
0,call say come today ok tell fool like ok
0,email yifeng part oredi get fr
0,r u sure understand wine good idea slurp
0,minimum walk mile day
0,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema
0,brainless babi dolld vehicl sariyag drive madok barolla
0,run away frm u walk slowli kill u care enough stop
1,sorri miss call let us talk time
0,pleas attend phone
0,hate call didnt accept even singl call mine even messag
0,messag phone hold
0,free
0,yo trip got postpon still stock
0,sorri call later
0,wait call sir
0,hey repli pa
0,hey elain today meet still
0,sorri gone place ill tomorrow realli sorri
0,tiim let hug break tear
0,tomorrow go theatr come wherev u call tell come tomorrow
0,electr went fml
0,look like found someth smoke great job
0,also andro ice etc etc
0,good afternon love today hope good mayb interview wake miss babe passion kiss across sea
0,yup wun believ wat u realli neva c e msg sent shuhui
0,how watch resiz
0,dear umma call
0,finish miss plenti
1,complimentari star ibiza holiday cash need urgent collect landlin lose boxskwpppm
0,well meant oppos drunken night
0,k must book huh go yoga basic sunday
1,free msgwe bill mobil number mistak shortcod pleas call charg refundedthi call free bt landlin
0,ok
0,oop mum somerset bit far back tomo see soon x
0,u workin overtim nigpun
0,kalli dismissi nd test
0,guess got screwd
1,pleas call immedi urgent messag wait
0,meet call later
0,r u cook dinner
0,ok thanx
0,bull plan go float ikea without care world live mess anoth day
0,buy
1,urgent mobil number award bonu caller prize call land line valid hr
0,heehe funni tho
0,simpl arithmet percentag
0,yeah would leav hour least sound
1,valu custom pleas advis follow recent review mob award bonu prize call
0,thank honey great day
0,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear
0,good night dear sleepwelltak care
0,ask dad pick lar ii wan stay meh
0,ju chillaxin
0,hey da cool iknow wellda peril studentfinanci crisisspk u lr
0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn
1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
0,what come hill monster hope great day thing r go fine busi though
0,joy father john john joy father u an th hav iq ti ia question tri answer
0,ill obey
0,didnt search onlin let know
0,need go get
0,pic pleas resend
0,remain bro amongst bro
0,uhhhhrmm isnt tb test bad your sick
0,haf enuff space got like mb
1,life never much fun great came made truli special forget enjoy one gbpsm
1,want new video phone anytim network min inclus video call download per week free deltomorrow call repli
1,valu custom pleas advis follow recent review mob award bonu prize call
1,welcom pleas repli age gender begin eg
1,freemsg month unlimit free call activ smartcal txt call subscriptngbpwk unlimit call help stoptxt stop landlineonli
1,mobil mth updat latest orang cameravideo phone free save free textsweekend call text ye callback orno opt
1,new club dont fink met yet b gr c u pleas leav msg day wiv ur area repli promis carli x callsaminmobsmor lkpoboxhpfl
0,true easier
0,sure sinc parent work tuesday realli need cover stori
0,haha okay today weekend leh
0,hi darlin youphon im athom youwanna chat
0,know jack shit anyth would sayask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga
0,alway braini one
0,yeah get random dude need chang info sheet parti never studi safe
1,camera award sipix digit camera call fromm landlin deliveri within day
0,christma occas celebr reflect ur valu desir affect tradit ideal christma
0,send greet joy happi gr even
0,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx
0,india win level seri mean record
0,plan
0,good hear
0,awesom deal gate charl told last night uh yeah
0,time thinkin goin
1,get free mobil video player free movi collect text go free extra film order ts cs appli yr
1,save money wed lingeri wwwbridalpetticoatdreamscouk choos superb select nation deliveri brought weddingfriend
0,board work fine issu overh also reslov still softwar inst pend come around clock
0,ye care caus know
0,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk
0,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer
0,sit ard noth lor u leh busi w work
0,k oh send home sale
0,sorri mail
0,ya tell abt tht incid
0,ye outsid like hour call whole famili wake caus start
0,ugh got outta class
0,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna
0,dont file bagi work call mei tell find anyth room
0,need lar ju test e phone card dunno network gd thk wait si finish bath bath dun disturb u liao u clean ur room
0,ok ill right later
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
0,lunch come quickli open door
1,heard u call night knicker make beg like u last time xx luv nikiyunet
0,back bit long co accid divert via wadebridgei brilliant weekend thank speak soon lot love
0,k yan jiu liao sat go bugi vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
1,bloomberg messag center wait appli futur httpcareer bloombergcom
0,seek ladi street freak sheet
0,phone
0,haha figur well found piec priscilla bowl
0,actual fuck whatev find excus tampa point januari though
1,urgent tri contact u today draw show prize guarante call land line claim validhr
0,yay final lol miss cinema trip last week
0,day work dayexcept saturday sunday
0,aathiwher dear
0,heart empti without love mind empti without wisdom eye r empti without dream life empti without frnd alwi touch good night sweet dream
0,think ium wait bu inform get ever get
0,get back time soon
0,thing quick question
0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
0,probabl come everybodi done around right
0,got new year co yetund said want surpris didnt see money return mid januari day return period end
0,ask around lot term mid
0,sure check yahoo email sent photo yesterday
0,look
0,wherr boytoy
1,want new video phone anytim network min text five pound per week call repli deliveri tomorrow
0,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss
0,tell bad charact u dnt lik tri chang add tat new year resolut wait ur replyb frankgood morn
0,noi got rumour go buy apart chennai
0,yeah probabl earlier
0,chang window logoff sound
0,still check da
0,also came room
0,huh got lesson lei n thinkin go sch earlier n tot parkin kent vale
0,ok
0,reach offic around decim mobil problem cannt get voic call asa free
0,cool text head
1,contact date servic someon know find call land line poboxwtgp
1,wan win meetgreet westlif u current tour unbreak untam unkempt text cost p std text
0,happi birthday may u find ur princ charm soon n dun work hard
0,oh grand bit parti mention cover charg probabl first come first serv
0,said went back bed cannot sleep anyth
0,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx
1,dorothykiefercom bank granit issu strongbuy explos pick member nasdaq symbol cdgt per
0,say year old man money last still wait check
0,come ur home
0,free day finish mon n thur
0,food
0,life all moneeppolum oru pole allalo
0,nite
0,two fundament cool life walk
0,camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week
0,hi peteynoiaom ok want chat coz avent spoken u long timehop ur doin alritehav good nit js love ya amx
0,saw ron burgundi captain parti boat yeah
0,seriou money base
0,alreadi one guy love
0,staff placement train amrita colleg
0,alway chat fact need money rais
0,job profil seem like bpo
0,well give co said didnut one nighter persev found one cheap apologis advanc somewher sleep isnt
0,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc
0,will go app class
0,hang brother famili
0,reach tell dont know
0,hey go quit soon xuhui work till end month
0,im sorri bout last nite wasnaot ur fault spous pmt sumthin u give think u shldxxxx
0,tri neva mate
0,yeah would pretti much best case scenario
0,free today haf pick parent tonit
0,hey babe far spunout spk da mo dead da wrld sleep da sofa day
0,send naughti pix
